date,open,high,low,close,volume
2022-04-18,232.4047,233.1070,232.3209,233.0005,7535455
2022-04-19,232.6289,234.0572,231.8969,233.7896,4915336
2022-04-20,234.4499,237.4218,233.7672,236.4835,3023144
2022-04-21,237.0815,239.4719,236.0319,239.3922,2439526
2022-04-22,239.5815,239.8854,237.6655,237.8443,3010965
2022-04-25,237.2340,238.4691,232.9957,234.1488,2400883
2022-04-26,233.3512,234.4841,231.4914,233.2767,2222452
2022-04-27,232.3455,234.3666,231.9161,234.3364,1305054
2022-04-28,234.4460,235.6559,233.4410,234.2670,1082212
2022-04-29,235.1634,235.4137,232.2726,233.0080,1707306
2022-05-02,233.4887,237.9134,232.3697,237.3262,1470875
2022-05-03,237.7023,237.7222,236.3467,236.4792,3213693
2022-05-04,236.9940,237.7275,235.6667,236.5952,6262148
2022-05-05,235.9752,238.5021,235.8926,237.6195,6927414
2022-05-06,237.0925,241.6376,236.2623,240.7392,2684615
2022-05-09,240.3132,240.6347,238.0109,238.1575,4126675
2022-05-10,237.9693,238.3683,237.4503,238.0974,3323036
2022-05-11,237.8254,239.1710,237.5976,238.8729,3583888
2022-05-12,240.2413,240.9546,239.3952,240.5216,5956175
2022-05-13,240.5680,243.7444,240.2609,243.1553,2486653
2022-05-16,243.6848,249.1656,243.2439,248.7513,2536586
2022-05-17,248.7703,250.2719,247.2424,250.1453,5203551
2022-05-18,249.3510,250.1807,246.7375,247.2334,7937776
2022-05-19,247.0670,247.7346,246.9974,247.0403,3022115
2022-05-20,247.0728,248.5439,243.3130,244.6312,7626531
2022-05-23,245.8926,250.1350,245.3265,249.1187,4396996
2022-05-24,248.0098,248.8261,247.3142,248.6906,1345154
2022-05-25,248.4722,248.5969,247.7932,248.0807,7257843
2022-05-26,247.1697,250.4097,246.1452,250.3529,4424422
2022-05-27,250.5083,251.1551,249.0767,250.8764,6663321
2022-05-30,250.9704,252.5133,248.9743,252.3366,7176671
2022-05-31,252.5082,254.0041,252.1945,253.2418,7663508
2022-06-01,252.6457,254.1608,251.6814,251.7699,5921652
2022-06-02,252.1158,252.7391,243.2631,243.8472,2778877
2022-06-03,243.5302,244.1716,243.0660,243.2128,2394166
2022-06-06,243.2416,244.8587,243.2025,244.7638,6469289
2022-06-07,244.5255,247.2419,243.3068,246.8691,4118389
2022-06-08,247.2388,247.2842,244.6629,244.8927,7044282
2022-06-09,244.2891,244.4104,243.3879,244.1082,5724471
2022-06-10,243.4132,244.2786,241.7016,243.2707,4313764
2022-06-13,243.9477,244.6448,243.3644,244.2305,4062217
2022-06-14,243.8647,244.3881,241.7021,242.4368,2453357
2022-06-15,241.6597,241.9250,238.0114,238.8019,7022082
2022-06-16,239.7016,240.4053,238.2813,239.7437,3726524
2022-06-17,239.8730,241.1256,238.0546,238.6685,5039757
2022-06-20,239.0927,239.5985,238.2154,238.5618,5645435
2022-06-21,238.8326,240.9647,238.4659,239.6001,6390958
2022-06-22,240.1612,240.3046,240.0470,240.0584,3184639
2022-06-23,240.8090,242.0065,238.9528,239.4594,2274997
2022-06-24,239.9982,240.1411,235.9217,236.3059,6951415
2022-06-27,235.8606,236.2061,230.5894,230.9449,7217340
2022-06-28,231.0351,232.5984,229.6522,231.6511,3617854
2022-06-29,231.4627,232.2629,229.3925,230.0639,7023686
2022-06-30,230.2696,230.3652,225.7184,226.6832,7478905
2022-07-01,225.9398,226.0834,224.8907,224.9508,7899905
2022-07-04,224.4006,227.4230,223.9427,226.7720,1309085
2022-07-05,227.2448,229.0123,225.9042,228.7661,6736265
2022-07-06,228.6243,229.6841,227.1049,228.2020,2026292
2022-07-07,228.3914,228.7778,224.7645,225.8874,5432610
2022-07-08,225.7357,227.4472,225.2589,226.8866,3749670
2022-07-11,227.3028,228.3585,227.1231,228.2100,5386156
2022-07-12,227.3524,229.5593,226.8488,229.3413,6519476
2022-07-13,229.1962,229.7631,228.5472,229.4947,6684841
2022-07-14,228.8229,228.9193,221.1386,222.2252,7586791
2022-07-15,221.9976,223.6329,221.9823,223.3268,4655581
2022-07-18,221.9596,225.3622,221.4465,224.2627,2923045
2022-07-19,224.4632,224.8093,224.1741,224.2024,2330926
2022-07-20,225.0021,225.6120,222.4765,223.0622,1774244
2022-07-21,222.7337,224.1077,222.1907,223.4901,5338639
2022-07-22,224.0623,225.6095,222.6526,222.7189,4963417
2022-07-25,221.8207,222.4171,219.3868,219.4295,7383886
2022-07-26,220.1818,220.2660,218.8591,220.1168,4800750
2022-07-27,219.1035,220.9663,218.6134,220.9128,6960450
2022-07-28,221.3278,222.0965,221.0057,221.6150,7986370
2022-07-29,222.4145,224.9609,221.8237,224.9054,6439361
2022-08-01,225.1708,226.4610,223.9915,224.1795,4868498
2022-08-02,224.5133,227.0671,224.4264,226.7884,4416093
2022-08-03,227.0139,231.7152,226.6220,230.6836,7257629
2022-08-04,230.9968,232.6819,230.0075,231.8009,2249639
2022-08-05,231.1485,231.2989,229.5692,230.6784,2570028
2022-08-08,230.6772,231.9100,228.9141,229.3146,6710265
2022-08-09,229.2113,233.5212,228.6305,232.8542,7945854
2022-08-10,233.0476,233.1167,229.3591,229.3653,6391106
2022-08-11,229.0645,230.2380,228.5140,229.8684,2674874
2022-08-12,228.8108,229.4323,228.4884,228.8375,6654797
2022-08-15,227.0942,227.7097,223.8676,224.1434,5422426
2022-08-16,224.6105,227.6639,223.4380,226.9697,1424510
2022-08-17,228.2583,229.4551,227.1218,227.5269,7351445
2022-08-18,227.6423,228.5264,222.0817,222.4867,5358162
2022-08-19,222.5128,223.2449,216.5096,217.3078,3324814
2022-08-22,218.2738,218.3800,215.5587,215.8610,1417447
2022-08-23,215.9824,224.4345,215.5841,222.5755,7984540
2022-08-24,222.7091,224.8379,221.3470,221.6760,6693075
2022-08-25,221.3821,221.7108,218.6475,218.6498,1784915
2022-08-26,219.6331,219.8297,217.3595,217.8713,1262928
2022-08-29,218.0911,221.1560,217.7200,220.4769,2554094
2022-08-30,220.6999,221.2912,220.5312,221.2411,6943002
2022-08-31,221.0001,221.5143,218.9011,219.8567,3807946
2022-09-01,219.2109,221.5914,219.1540,220.6678,1344593
2022-09-02,220.7628,221.4197,220.6257,221.1308,2057292
2022-09-05,220.9554,224.0377,220.6227,222.7070,3024963
2022-09-06,222.2247,222.7158,221.5446,222.1719,7762656
2022-09-07,222.6009,222.6121,220.3728,221.2699,2520706
2022-09-08,220.8864,222.1886,219.7754,222.1034,3532683
2022-09-09,222.1931,222.5696,219.9957,221.0869,3651441
2022-09-12,221.5625,222.0218,220.4859,221.8480,3702684
2022-09-13,222.4734,224.6751,222.4591,224.2982,6579554
2022-09-14,223.2230,224.6462,223.0902,224.4666,6639389
2022-09-15,224.5806,226.0320,224.0088,224.3931,6885215
2022-09-16,225.2134,225.6799,222.7879,223.3227,6353013
2022-09-19,222.8925,223.0055,220.0686,220.1709,2621041
2022-09-20,219.7503,222.1566,219.5794,221.6562,5083108
2022-09-21,221.6823,224.8986,220.8685,224.2018,2401443
2022-09-22,223.7344,223.8477,218.4298,220.0886,5354140
2022-09-23,220.7542,222.8406,220.6317,222.0303,5752450
2022-09-26,222.3989,223.3506,221.4830,223.1102,4740579
2022-09-27,223.3180,223.6564,221.5758,222.3165,6490106
2022-09-28,223.5555,224.3591,222.9052,223.4258,5464649
2022-09-29,224.1330,226.0417,223.5438,225.4115,4658343
2022-09-30,226.1466,226.5326,219.4803,220.1013,7711164
2022-10-03,219.7348,219.9354,218.2878,218.6376,6494967
2022-10-04,218.9828,219.4889,218.2914,218.6939,2921598
2022-10-05,219.3742,220.0277,218.5834,218.9689,5449338
2022-10-06,219.5283,220.9912,218.7682,220.3604,5908930
2022-10-07,220.6037,221.3882,220.5288,221.2039,5537773
2022-10-10,221.2313,222.1279,219.7958,219.8547,4481328
2022-10-11,220.0590,220.3582,214.1522,215.0519,4095384
2022-10-12,214.9870,215.1392,213.3569,214.0182,7063495
2022-10-13,213.8368,215.7287,212.8910,214.9170,2245629
2022-10-14,215.4342,216.2342,211.5850,212.6690,6473610
2022-10-17,212.0439,212.4581,211.4273,211.4359,1618446
2022-10-18,212.3300,213.7903,212.2787,213.0834,5634809
2022-10-19,213.5122,217.9548,212.5318,217.9202,1495878
2022-10-20,217.6181,222.3046,216.1851,221.7514,3564264
2022-10-21,222.1018,222.5737,221.4422,222.4320,4043046
2022-10-24,222.8826,225.0583,221.9061,224.5235,7449707
2022-10-25,225.1534,228.3726,225.0744,228.2893,1502701
2022-10-26,228.3608,228.6612,221.7233,222.7715,5777490
2022-10-27,222.8933,223.5680,222.7126,222.9559,2439792
2022-10-28,222.3180,222.8068,220.6696,220.8140,5465846
2022-10-31,221.1821,222.6722,219.7165,221.7277,4132045
2022-11-01,222.0789,223.1796,220.8096,221.5516,1813885
2022-11-02,221.5158,222.9977,221.2509,222.1093,2373201
2022-11-03,222.3108,223.4150,221.5973,222.0387,3241462
2022-11-04,222.1532,222.4072,219.1791,220.4379,7125893
2022-11-07,221.0518,221.4942,217.6613,218.5167,6960522
2022-11-08,218.3475,218.7332,215.1347,215.7294,1723095
2022-11-09,216.1524,216.5825,215.0320,216.1442,3620927
2022-11-10,215.4985,216.9477,215.1769,216.3903,3796053
2022-11-11,216.6972,218.5420,214.9322,218.2949,6023527
2022-11-14,217.8566,219.4898,217.6999,218.9572,7943794
2022-11-15,218.2931,220.2208,217.6757,219.0824,6442089
2022-11-16,218.8148,221.3592,218.3970,221.0242,4357179
2022-11-17,221.1394,222.1748,220.4327,221.7016,1478029
2022-11-18,221.5831,222.7812,218.6293,219.1248,3457096
2022-11-21,219.1651,219.3597,215.4844,215.8708,2712260
2022-11-22,216.9989,218.1454,215.9273,218.0847,3435327
2022-11-23,218.5080,220.4536,217.5136,220.3573,5773044
2022-11-24,220.3395,220.6778,217.6350,217.6999,6163434
2022-11-25,217.2346,218.5438,216.6757,218.2353,4503061
2022-11-28,218.0915,219.8093,217.7540,219.6858,7634801
2022-11-29,219.3464,220.0708,218.5002,218.9408,2135357
2022-11-30,218.8218,220.7976,218.5345,220.4120,1414008
2022-12-01,220.2819,223.4761,219.5185,222.0026,5466772
2022-12-02,221.2092,221.7485,220.6637,221.6373,5518472
2022-12-05,220.9975,221.6550,218.3855,219.2228,7348649
2022-12-06,219.8985,220.8450,219.3016,219.3856,2909668
2022-12-07,219.1420,220.0706,215.2325,215.8757,5002812
2022-12-08,215.3172,215.4050,213.2794,213.8827,4366368
2022-12-09,213.5552,217.8566,212.7299,217.6988,5278796
2022-12-12,218.7825,219.0732,217.5238,218.5793,2988302
2022-12-13,219.3132,221.2279,218.6988,220.3446,2842169
2022-12-14,219.9265,220.8521,218.1996,219.1826,1424256
2022-12-15,218.8952,218.9292,218.5302,218.5997,3257714
2022-12-16,218.2897,219.2310,217.3429,218.3940,2331287
2022-12-19,218.1331,220.2902,218.0953,219.6824,4512186
2022-12-20,220.8314,224.7247,220.2017,224.0084,6439158
2022-12-21,223.4524,223.5122,222.1466,222.3978,2944018
2022-12-22,221.9953,224.1241,221.0770,223.9055,3363860
2022-12-23,223.9867,224.3892,222.1649,222.9783,6210560
2022-12-26,223.2790,223.8672,221.6110,222.2595,7820217
2022-12-27,222.3878,223.2027,219.8949,220.3175,1150962
2022-12-28,220.1584,220.7926,217.4207,217.9977,6724471
2022-12-29,218.2370,219.0570,217.8701,218.1327,5208730
2022-12-30,218.1811,218.8742,215.4728,215.5880,6090017
2023-01-02,214.3741,214.7947,212.2285,212.8799,7159465
2023-01-03,212.9870,213.3680,212.0337,212.1505,6645553
2023-01-04,212.7365,213.2772,209.7153,211.0638,4235522
2023-01-05,211.2759,213.6763,210.5107,213.6450,2550919
2023-01-06,213.2703,213.6153,212.7354,213.3756,2791979
2023-01-09,213.2535,213.2915,212.0534,212.6106,1622112
2023-01-10,212.2319,212.4799,208.6923,209.3897,2514111
2023-01-11,208.8110,209.1330,205.9692,206.6276,6432099
2023-01-12,206.3962,207.2343,203.4787,203.5737,1693007
2023-01-13,203.4313,203.5301,202.8745,203.0016,7276142
2023-01-16,202.7745,202.9989,196.7765,197.9841,3603136
2023-01-17,197.6023,200.4424,197.1032,200.1759,4525201
2023-01-18,200.6476,201.6112,198.8886,199.3139,1918699
2023-01-19,199.5454,200.7988,198.0271,200.4168,7840485
2023-01-20,201.4024,202.2633,201.0525,201.4359,2474922
2023-01-23,201.7605,202.3710,200.3520,201.5120,4432658
2023-01-24,200.9138,201.9475,196.7012,197.9552,4656142
2023-01-25,196.7436,196.9366,196.5186,196.8782,4317036
2023-01-26,196.4703,197.1096,191.5812,191.6196,7066869
2023-01-27,192.0428,192.9378,191.0456,192.6418,5532576
2023-01-30,192.6130,193.0210,192.1240,192.3222,1111586
2023-01-31,192.1229,192.6953,191.2114,191.6245,7485485
2023-02-01,191.8266,192.5143,189.6078,189.9489,7138650
2023-02-02,189.6523,190.8615,189.0850,190.0387,7884546
2023-02-03,190.7506,190.9202,188.3487,188.4448,6235044
2023-02-06,187.8227,190.6082,187.5832,190.3469,6560417
2023-02-07,189.9993,190.5222,189.8935,190.2021,7337196
2023-02-08,189.2150,194.2829,188.8034,193.9813,7949398
2023-02-09,192.9433,193.3808,192.1438,193.3174,6656379
2023-02-10,193.0677,196.3071,192.1431,194.2058,7374915
2023-02-13,194.0453,195.0452,193.4458,194.5880,3719094
2023-02-14,194.4468,195.3448,193.9820,194.5782,2455434
2023-02-15,193.2235,193.6448,190.6583,191.3921,1038275
2023-02-16,191.2911,192.7490,190.4810,192.6812,2916042
2023-02-17,193.2849,199.5119,192.3018,199.0059,2796482
2023-02-20,198.7598,199.8915,198.5145,199.8511,7483332
2023-02-21,199.8864,200.6111,194.3583,194.5793,5481999
2023-02-22,194.9002,195.1827,191.4957,192.3451,1392154
2023-02-23,191.7411,195.1343,190.3993,194.7385,3714151
2023-02-24,195.0541,195.9152,194.2301,194.3504,3080553
2023-02-27,194.7270,195.9952,194.6050,195.6706,7184939
2023-02-28,195.3493,197.6697,194.2930,197.3635,5348047
2023-03-01,196.4784,199.1696,196.0926,198.7182,4250243
2023-03-02,198.6836,199.4995,198.3070,198.9629,7204992
2023-03-03,198.9891,199.1514,197.8346,198.0340,5272113
2023-03-06,197.5429,197.8139,195.7313,196.2824,6043067
2023-03-07,195.7483,196.0761,193.4239,194.0730,1766013
2023-03-08,193.1188,195.8761,192.7378,194.5210,4033157
2023-03-09,193.7549,194.0940,191.5443,191.9528,3497337
2023-03-10,191.8948,195.6380,191.8439,194.5305,5342015
2023-03-13,195.4011,195.5354,194.7180,195.1703,6717836
2023-03-14,194.1087,194.4642,191.7389,191.7487,6934014
2023-03-15,191.8382,192.4564,189.7361,190.0673,2948141
2023-03-16,190.9900,191.8385,190.6162,191.8178,2316365
2023-03-17,192.6017,196.2046,192.3943,195.9659,3447771
2023-03-20,195.1058,195.6784,192.9800,193.1161,7766073
2023-03-21,193.0378,195.5605,192.9646,195.1302,5703471
2023-03-22,195.2126,196.0245,191.1945,192.1510,6953523
2023-03-23,193.2421,193.3180,191.9248,192.3915,5592665
2023-03-24,192.0071,194.0833,191.8328,193.6605,2905236
2023-03-27,193.8790,194.4813,191.0604,191.4029,1981971
2023-03-28,191.3141,191.6285,189.0191,190.2264,1731749
2023-03-29,189.7915,192.6428,189.6365,192.3517,3302555
2023-03-30,192.8790,192.9792,191.1773,192.3796,7397719
2023-03-31,192.5439,192.8506,191.4675,191.7273,6399393
2023-04-03,192.5880,197.2888,191.5704,196.2096,6435542
2023-04-04,196.1918,196.6596,193.5380,194.3126,2882929
2023-04-05,195.0240,195.2504,193.0353,193.2829,3916560
2023-04-06,193.2112,193.2875,191.6333,192.0994,3883980
2023-04-07,191.4143,193.0270,190.7883,192.7050,3027697
2023-04-10,193.4055,196.1372,193.3416,195.1582,3742332
2023-04-11,194.4155,194.9683,192.6840,193.4950,5595939
2023-04-12,193.1940,194.1855,189.6099,189.7920,5817893
2023-04-13,190.5087,191.6930,190.4806,191.1732,4542684
2023-04-14,190.8919,190.9842,188.8799,188.9494,4600481
2023-04-17,188.2562,191.8999,187.8883,191.4503,3173257
2023-04-18,191.1397,192.2170,191.0621,191.2345,4207137
2023-04-19,190.6632,192.7064,190.4407,192.2011,5031681
2023-04-20,191.8156,193.5450,191.6074,192.3695,5835333
2023-04-21,192.7238,192.8052,191.4950,192.2389,3037754
2023-04-24,192.9459,194.3819,192.3555,193.9352,3965892
2023-04-25,194.5749,195.0013,192.6216,193.4173,7968113
2023-04-26,193.5583,193.9747,192.0751,192.5939,4505467
2023-04-27,192.8372,194.3086,192.5942,194.0746,7239597
2023-04-28,193.7469,194.0345,191.4761,191.5358,5734587
2023-05-01,191.4106,191.8359,188.9094,189.8520,2512438
2023-05-02,190.1508,190.5879,186.8179,187.8449,6461886
2023-05-03,187.9677,189.4411,187.2703,189.4302,5473852
2023-05-04,188.7821,189.4520,187.0171,188.1781,5491811
2023-05-05,187.8281,190.0088,187.5905,189.6621,5791801
2023-05-08,189.9157,190.1620,188.0772,188.1895,2155190
2023-05-09,187.8388,188.1135,185.5120,185.9525,1301981
2023-05-10,185.6736,186.2449,181.9108,182.3325,2144442
2023-05-11,182.5062,182.7201,180.5484,181.0650,3741969
2023-05-12,180.2896,180.6577,179.8176,180.1020,1288321
2023-05-15,179.9746,181.2734,179.9550,180.9881,4288731
2023-05-16,180.9942,181.7222,178.5920,179.1949,5964633
2023-05-17,179.1878,181.8108,178.3949,181.6660,2379444
2023-05-18,182.0172,183.0509,181.9761,183.0005,5035436
2023-05-19,182.3726,185.8481,181.9651,185.6976,1301945
2023-05-22,184.9494,185.3299,183.6432,183.8410,4421591
2023-05-23,184.1391,185.7141,183.4128,184.3363,3628739
2023-05-24,184.0038,184.0371,182.2326,182.3224,3569920
2023-05-25,182.2512,182.4530,180.6719,181.4843,3630207
2023-05-26,180.9797,181.3722,180.0309,180.2505,3754849
2023-05-29,179.9882,180.8286,178.7459,179.2908,2488273
2023-05-30,178.2936,178.8516,176.0872,176.5608,5521467
2023-05-31,176.1224,178.2573,175.8794,177.9703,6383559
2023-06-01,178.4413,178.4817,176.6178,176.6604,6429274
2023-06-02,176.2471,178.2384,175.9977,177.2932,3856037
2023-06-05,176.9705,177.3160,176.1311,177.1327,2290373
2023-06-06,177.8873,178.0223,175.0934,176.1813,3237208
2023-06-07,175.7114,175.9813,174.7121,175.0272,4834331
2023-06-08,174.7977,176.7657,173.9554,176.3579,2761493
2023-06-09,176.1615,176.3961,174.9890,175.1781,7769300
2023-06-12,176.1011,177.0672,175.2775,175.5057,4228856
2023-06-13,175.7124,176.6093,174.9455,175.8782,1490426
2023-06-14,175.8050,176.2787,175.7920,176.2281,2197893
2023-06-15,176.1937,179.4428,175.9002,178.5983,3227651
2023-06-16,178.1708,178.2484,176.1501,176.2901,6229145
2023-06-19,176.8753,177.9325,176.3019,177.3237,6499219
2023-06-20,177.5893,179.3878,176.9815,179.2633,2581182
2023-06-21,179.7181,182.0471,179.5141,181.6332,7188192
2023-06-22,182.3015,182.5328,180.2069,181.0059,7222276
2023-06-23,181.0914,182.1658,180.1788,180.3338,6226490
2023-06-26,180.0755,181.3978,179.9333,181.3081,6216152
2023-06-27,180.8940,182.0236,180.2054,180.6487,1522317
2023-06-28,180.0080,182.3603,179.2872,182.2392,2702973
2023-06-29,181.8974,184.6610,181.4605,184.3775,4167096
2023-06-30,184.9068,185.0589,184.1637,184.4233,3427756
2023-07-03,184.6772,185.1076,183.7810,184.4725,2975831
2023-07-04,184.1940,184.6702,182.5346,183.4255,7100873
2023-07-05,183.2698,183.3306,178.0372,178.6897,5463685
2023-07-06,178.6294,180.2485,177.9961,179.5919,7506585
2023-07-07,179.5353,180.0871,178.7096,179.6805,5312936
2023-07-10,179.3444,180.2041,174.7589,175.7382,7992277
2023-07-11,175.3952,175.8816,174.5319,174.9982,2973547
2023-07-12,175.8626,176.2506,173.3937,173.6453,1843955
2023-07-13,173.5713,175.3133,173.3307,174.2051,6241052
2023-07-14,173.7597,174.3894,173.0129,173.0809,7464402
2023-07-17,173.2739,173.3669,170.8652,171.1289,3293313
2023-07-18,170.8908,174.1860,170.0975,173.5219,7531361
2023-07-19,173.8575,174.4467,171.2685,171.8501,1370001
2023-07-20,171.5202,171.9045,171.4056,171.5361,1594821
2023-07-21,171.7093,173.0830,170.9976,172.4086,6213845
2023-07-24,173.6991,174.1141,172.1521,172.3399,2666298
2023-07-25,172.3825,175.0613,171.8214,175.0157,4842536
2023-07-26,175.1591,175.4659,173.6574,174.1254,5968547
2023-07-27,174.3671,175.0983,170.6188,171.0866,4075755
2023-07-28,171.0847,171.7457,170.0353,170.5527,1908514
2023-07-31,170.7490,171.0053,169.2483,169.8198,4130559
2023-08-01,169.4853,170.7520,168.9127,170.5390,5445557
2023-08-02,170.4155,173.4614,169.9538,172.4421,2242275
2023-08-03,173.2579,178.6863,171.9495,178.2831,1090800
2023-08-04,177.9916,183.1373,177.7353,182.0511,4203704
2023-08-07,182.0184,182.9636,181.6557,182.9612,4002486
2023-08-08,183.8236,185.3446,183.2373,184.8940,3493768
2023-08-09,185.2856,185.4896,182.6380,182.7434,2130043
2023-08-10,182.7363,183.3138,180.5387,181.0753,5509619
2023-08-11,180.6404,184.1358,180.0242,183.6034,3791531
2023-08-14,183.6915,183.9166,179.4835,179.6530,1921406
2023-08-15,179.8001,180.9970,179.2173,180.8064,6502252
2023-08-16,180.9225,181.3096,179.0843,179.1398,1059712
2023-08-17,179.0878,179.4475,177.5496,178.1274,2487205
2023-08-18,178.6500,178.9653,177.0195,177.5771,5790942
2023-08-21,177.7515,178.2923,174.8917,175.2160,6439286
2023-08-22,174.9704,175.9460,174.8531,175.8894,1961293
2023-08-23,175.4740,175.7767,173.3683,173.6763,2891888
2023-08-24,174.1998,174.2028,172.8543,173.1099,6161358
2023-08-25,173.0397,175.9027,172.7870,175.1763,1861843
2023-08-28,175.6072,176.9377,175.1190,176.9271,3081450
2023-08-29,177.4611,178.0618,177.3545,177.3734,2046662
2023-08-30,176.8446,177.4925,176.6296,177.2138,5361465
2023-08-31,176.7600,178.6414,176.1201,178.5365,4508766
2023-09-01,178.4817,178.6623,175.4653,175.5801,7349813
2023-09-04,175.9321,176.9200,175.3224,176.5189,6440955
2023-09-05,176.1407,179.6045,176.0171,179.5965,2456649
2023-09-06,179.7699,181.7294,179.3765,181.1828,7164143
2023-09-07,180.1512,181.3004,178.4903,178.6590,4732866
2023-09-08,179.1667,179.2027,175.6187,175.8157,7079356
2023-09-11,175.1697,176.4406,174.0807,175.9867,5121800
2023-09-12,175.4579,178.4755,175.4118,177.9761,3749640
2023-09-13,178.0758,178.6807,176.8809,177.8167,1908717
2023-09-14,179.7807,182.8184,179.2173,182.3940,2045630
2023-09-15,183.3182,183.4213,181.5817,181.6085,3573097
2023-09-18,183.1445,183.4622,181.5154,182.5493,6697981
2023-09-19,182.5225,183.0011,180.5523,180.6385,7020637
2023-09-20,180.8422,181.2562,180.4236,180.5814,7887586
2023-09-21,180.5916,180.7596,177.4744,177.8212,4983367
2023-09-22,177.6883,178.1230,176.9324,177.7608,5754729
