date,open,high,low,close,volume
2022-11-07,453.2212,462.7601,451.3490,461.2292,2501534
2022-11-08,461.3196,464.3398,459.7767,463.5553,3854335
2022-11-09,462.2715,468.8261,461.8511,466.9021,3564984
2022-11-10,468.7050,469.7870,466.3500,466.6421,4310709
2022-11-11,465.9409,466.6101,464.8496,465.4183,1606093
2022-11-14,463.5000,469.2444,463.0521,468.7096,3653659
2022-11-15,468.6912,474.2979,467.8955,474.1491,1012508
2022-11-16,473.7142,475.8917,471.7885,475.2909,2240284
2022-11-17,475.1147,478.3433,475.0443,476.0610,2404412
2022-11-18,474.5511,474.5646,467.8042,469.6302,3861648
2022-11-21,469.4203,472.0469,462.1745,463.5748,2249197
2022-11-22,464.1937,465.4708,463.1781,465.4314,7362384
2022-11-23,462.7329,466.2960,460.9512,465.8169,3644626
2022-11-24,467.5489,474.3115,467.1967,474.2604,4296580
2022-11-25,474.5298,479.2543,473.3325,478.9854,2801370
2022-11-28,478.9157,480.5206,475.1209,476.7777,6556298
2022-11-29,476.3885,477.7727,475.6498,476.4034,5052732
2022-11-30,476.0348,478.0126,473.5339,475.8903,6451120
2022-12-01,474.6330,475.1259,471.2795,474.2200,5689509
2022-12-02,474.6904,476.4004,473.9667,476.1739,3834551
2022-12-05,476.9115,479.6244,476.8512,479.2145,7599438
2022-12-06,478.4173,479.1096,471.8965,472.5313,3781630
2022-12-07,472.3101,476.9409,471.5496,474.9600,1720102
2022-12-08,472.2886,473.3829,471.6506,473.3556,2624612
2022-12-09,473.4455,479.2851,472.3058,478.6601,3189139
2022-12-12,477.2943,482.3562,476.5642,482.1230,2150610
2022-12-13,482.7243,494.1489,481.1299,494.0274,1902246
2022-12-14,493.8958,500.5960,491.0811,499.0800,2152114
2022-12-15,496.3475,500.2832,494.8732,500.0838,2516181
2022-12-16,499.0316,500.2210,497.7902,499.4166,4143258
2022-12-19,499.5662,501.1826,496.8136,498.3130,2401475
2022-12-20,497.9033,500.9162,497.8643,499.2849,1715576
2022-12-21,498.5476,515.2515,498.0849,514.9271,6849917
2022-12-22,516.9334,516.9963,512.9906,513.5997,2556202
2022-12-23,513.9793,514.5702,507.4956,508.5066,5391158
2022-12-26,505.5124,506.3484,500.5236,502.3942,4639410
2022-12-27,501.0551,503.8608,500.1646,503.0269,1519350
2022-12-28,502.7828,504.7524,498.4403,498.5409,3310414
2022-12-29,501.5540,508.8086,499.3576,506.9635,3938776
2022-12-30,506.9864,508.5666,505.8296,507.8752,7792281
2023-01-02,509.7300,511.9716,507.4810,511.2849,5721513
2023-01-03,509.9952,510.5124,496.9979,499.1409,1604139
2023-01-04,498.3363,502.6539,494.5199,495.9288,5776491
2023-01-05,496.9712,502.0787,496.6306,501.7278,1033530
2023-01-06,502.9458,505.8851,497.9247,499.1938,7395007
2023-01-09,502.3216,503.0691,492.8477,493.9411,7442117
2023-01-10,493.7214,499.1748,492.2338,497.5680,7194161
2023-01-11,498.3301,499.1136,497.2446,497.5351,7465241
2023-01-12,496.7927,503.7942,495.9751,502.7534,2229849
2023-01-13,501.0387,505.0236,499.5813,503.7918,6793268
2023-01-16,502.7076,507.4921,502.0402,506.4072,4955346
2023-01-17,506.3130,507.6274,498.9933,502.6657,3064733
2023-01-18,501.7187,506.1919,500.5918,504.4837,2031762
2023-01-19,505.8437,509.0365,505.3384,507.4592,1186440
2023-01-20,508.1330,508.5296,501.3675,503.3388,1565692
2023-01-23,502.7761,504.2008,501.3759,503.5230,3082735
2023-01-24,503.9075,508.6593,502.8492,506.5693,6081101
2023-01-25,505.0534,505.5303,497.2509,497.4987,7637312
2023-01-26,496.7492,498.1467,492.7619,492.9572,4575627
2023-01-27,495.0914,501.9433,493.6069,501.3003,1550444
2023-01-30,501.1618,502.7993,494.1188,495.9320,4115139
2023-01-31,493.8985,495.4047,488.2243,489.8373,1547431
2023-02-01,490.4314,496.3582,489.9925,495.1439,5707525
2023-02-02,495.1706,497.7309,490.2449,491.8437,7582819
2023-02-03,493.4978,493.8242,492.0804,493.0799,7263573
2023-02-06,493.3601,494.1345,490.4519,491.6333,6159134
2023-02-07,492.1290,494.7496,490.2556,494.6369,6413408
2023-02-08,496.6472,497.3856,482.9106,484.1969,4998521
2023-02-09,483.7491,486.4603,482.3324,482.7048,6805316
2023-02-10,483.5275,484.3817,482.7403,482.9900,3666855
2023-02-13,482.9921,493.1139,481.1856,489.5217,6470492
2023-02-14,487.2547,487.7540,486.4602,487.3877,1338437
2023-02-15,487.2283,487.7606,479.1280,480.6883,6208290
2023-02-16,480.0461,483.8969,478.7094,482.8634,2479602
2023-02-17,482.1555,489.9202,481.3875,487.9414,2931551
2023-02-20,487.5095,492.4862,487.1084,491.4988,4610609
2023-02-21,492.3894,494.3696,490.2812,491.0957,7281114
2023-02-22,491.3578,492.4032,489.0190,489.6512,6786718
2023-02-23,489.5971,499.7752,488.8877,496.7059,5922344
2023-02-24,495.1870,495.8439,490.3868,491.0369,3771029
2023-02-27,492.4069,492.9952,491.1898,492.1792,4914060
2023-02-28,490.4027,495.5991,489.4034,493.8988,3239037
2023-03-01,494.7664,498.4272,487.6896,488.5111,3426514
2023-03-02,488.4430,489.4753,485.7155,488.8336,2890652
2023-03-03,487.2445,489.0789,486.4680,488.5496,2641643
2023-03-06,489.4179,492.4888,486.5516,491.4423,1532970
2023-03-07,492.2470,492.7975,484.8416,485.7113,6189669
2023-03-08,485.8884,487.0047,483.5615,484.8112,1575560
2023-03-09,484.6066,488.7685,483.2549,487.2727,6796946
2023-03-10,487.1631,487.6724,480.7868,481.8608,4157083
2023-03-13,483.1745,485.4820,473.8515,474.8029,1428615
2023-03-14,475.0238,476.0280,467.2893,467.6708,1513493
2023-03-15,468.1325,473.0373,466.5685,472.8458,5203449
2023-03-16,473.3123,478.2568,473.0952,477.0937,6445593
2023-03-17,478.6339,485.5832,477.8273,483.9267,7004575
2023-03-20,483.3374,485.8729,474.4548,476.2302,3687519
2023-03-21,477.5164,485.0790,477.4635,484.5986,5542600
2023-03-22,481.8892,486.6270,481.5069,484.2121,3722321
2023-03-23,484.0207,489.5546,482.6043,488.6566,7820332
2023-03-24,490.2921,496.2045,488.1103,495.4177,1667023
2023-03-27,496.9512,499.5402,495.8438,499.4143,5135528
2023-03-28,498.6023,504.4338,497.4309,502.7791,3221996
2023-03-29,504.5096,505.2549,497.4531,502.0312,6269486
2023-03-30,500.7894,501.2707,497.0645,497.6871,1154939
2023-03-31,495.8936,499.7767,494.8921,497.0727,4183610
2023-04-03,496.3295,502.4278,494.2358,502.4022,5407354
2023-04-04,500.5691,503.5398,499.1365,500.6503,5528324
2023-04-05,498.8513,499.4051,496.4361,498.1743,3190723
2023-04-06,500.0161,500.8055,497.8911,498.8029,7368821
2023-04-07,498.4077,503.4739,497.4328,502.3968,5990808
2023-04-10,502.6656,503.6676,496.5034,496.5690,7339572
2023-04-11,498.3596,499.1990,490.1734,490.2026,7451679
2023-04-12,490.0594,501.0002,489.8845,498.5084,1193075
2023-04-13,498.2622,503.2830,496.9635,502.2479,5445030
2023-04-14,503.8631,505.3761,501.6569,502.1401,5194130
2023-04-17,502.3764,507.5207,501.3310,504.7255,6165855
2023-04-18,505.3778,508.3098,505.0162,508.2649,7544038
2023-04-19,510.3279,516.8072,508.3364,516.2076,4013452
2023-04-20,514.7270,516.5362,512.7518,516.4309,1006381
2023-04-21,517.0058,517.9471,514.9727,516.7346,4972899
2023-04-24,516.0180,523.2495,516.0026,522.7469,6752617
2023-04-25,522.1687,522.6787,516.3228,518.1838,3478333
2023-04-26,516.6508,520.3434,515.3467,518.3514,6852667
2023-04-27,517.7061,519.7961,516.2429,517.7111,1843945
2023-04-28,519.4802,531.8409,519.2607,530.4497,2811569
2023-05-01,529.5402,532.4030,520.0937,520.2872,3117131
2023-05-02,519.3472,523.5291,517.0428,517.7568,3957094
2023-05-03,515.8452,516.4177,507.3336,508.8752,7350741
2023-05-04,507.6832,513.5413,507.3471,512.7508,2112934
2023-05-05,513.4597,514.2403,508.5925,511.3286,5813104
2023-05-08,509.1444,515.2519,508.2179,514.7209,3936921
2023-05-09,513.2162,519.0069,512.2378,516.8564,5890420
2023-05-10,516.5740,517.4925,513.0309,513.8459,6196273
2023-05-11,517.1713,517.5453,511.2683,512.2422,7013959
2023-05-12,511.3259,515.2550,509.9295,513.3047,2335664
2023-05-15,513.1137,519.3280,512.2764,517.9372,1460607
2023-05-16,520.6439,522.0701,514.2563,516.0299,4685710
2023-05-17,515.8387,518.8413,512.9071,513.7108,5147112
2023-05-18,515.4313,516.5736,499.1333,501.8268,5456230
2023-05-19,501.9953,502.2834,490.0804,491.2966,5902105
2023-05-22,494.1137,504.6830,489.5550,502.1719,4043301
2023-05-23,501.8662,502.8116,497.2477,497.6118,5753734
2023-05-24,495.9859,500.2997,494.5727,500.2240,4959758
2023-05-25,499.9843,508.1920,499.0721,504.5742,2363432
2023-05-26,501.6197,501.6414,498.8430,499.3696,5557732
2023-05-29,500.1238,502.1185,496.5670,497.9869,1343569
2023-05-30,497.0422,499.6396,491.0344,491.4976,5470862
2023-05-31,492.4264,495.4211,489.2022,489.7250,7244332
2023-06-01,489.5161,491.3563,483.4771,485.9724,7782434
2023-06-02,487.3242,489.6141,486.5451,489.6093,2269669
2023-06-05,489.4143,492.8265,489.1912,492.4894,1182028
2023-06-06,492.1202,492.2613,491.0548,491.4851,1219535
2023-06-07,492.2792,498.8470,491.9897,496.5969,5949261
2023-06-08,495.6288,495.9873,495.0834,495.2492,6816046
2023-06-09,494.7543,494.8374,486.1491,489.3817,2993370
2023-06-12,489.4666,490.4944,484.0916,486.1437,7381835
2023-06-13,486.0551,486.6884,480.6983,482.6390,5953539
2023-06-14,483.0859,485.9224,481.5272,482.1708,5630089
2023-06-15,483.6423,491.0779,482.7185,490.5765,2560371
2023-06-16,489.9671,490.7662,488.2289,488.7386,2727871
2023-06-19,489.5474,497.1912,486.6535,495.6634,5144286
2023-06-20,496.9858,497.5336,493.1116,494.8082,1575588
2023-06-21,493.8733,494.8878,489.9674,491.8942,7207302
2023-06-22,491.0712,493.7820,490.9643,493.6294,6711443
2023-06-23,491.9552,492.0564,488.8295,489.3150,1523231
2023-06-26,490.0539,498.4240,487.9034,496.6963,4873197
2023-06-27,495.8967,501.8813,495.4749,500.8201,7855735
2023-06-28,501.2264,502.0299,494.9583,496.8830,6624629
2023-06-29,498.0631,505.5936,497.3355,503.9869,6976130
2023-06-30,505.9683,511.9214,501.3484,509.3745,3292409
2023-07-03,511.4848,512.5620,507.5856,509.5377,7989204
2023-07-04,509.9889,511.2860,499.0922,500.1595,1414504
2023-07-05,499.5694,499.6134,493.0689,493.5506,5138127
2023-07-06,495.2533,504.3897,493.2464,503.5108,3522795
2023-07-07,501.8792,504.5761,500.7643,503.0842,7304133
2023-07-10,501.2713,502.4118,490.0316,491.8698,5601466
2023-07-11,493.3306,495.2257,493.1470,494.6354,1000806
2023-07-12,493.3846,493.4809,485.9342,487.6137,1561615
2023-07-13,487.9140,492.1730,486.9178,490.7345,6135625
2023-07-14,491.8514,496.4468,490.9935,495.4303,1766938
2023-07-17,494.6690,497.7995,493.2264,497.7240,3789758
2023-07-18,496.0758,505.0761,496.0655,504.4383,7343636
2023-07-19,503.7294,509.0202,501.4444,506.2800,5598519
2023-07-20,506.6038,512.3664,504.7890,512.1311,3601548
2023-07-21,510.7819,515.8216,510.0193,515.5440,4183155
2023-07-24,516.2918,517.4873,509.7791,510.9242,4012604
2023-07-25,510.7719,511.6075,505.6009,507.0271,3319452
2023-07-26,506.1103,506.1270,498.8379,501.5416,4826224
2023-07-27,501.4535,504.3264,499.7345,501.3437,4981737
2023-07-28,502.3719,514.4897,501.9236,513.3135,3881316
2023-07-31,512.2846,517.5299,511.7726,516.6347,4156164
2023-08-01,516.5873,520.8529,515.8033,518.7688,4587374
2023-08-02,520.6402,529.5014,519.6168,528.3051,2733304
2023-08-03,528.6886,529.4633,523.3970,523.6596,4839233
2023-08-04,523.3625,531.3960,522.3269,531.3174,1231983
2023-08-07,529.8702,531.3984,525.6978,526.1490,4057416
2023-08-08,525.9563,533.5789,523.9233,532.4261,3149937
2023-08-09,533.3423,540.6342,532.9901,539.9511,2812660
2023-08-10,537.8033,539.3663,535.5790,536.0603,6735641
2023-08-11,537.3087,539.9217,535.2859,538.5435,1844181
2023-08-14,539.2430,539.4730,536.7357,538.8792,6438516
2023-08-15,540.1596,541.6996,536.3772,541.5183,7412691
2023-08-16,539.7903,543.5909,539.5636,543.5517,5018297
2023-08-17,542.9809,548.3281,542.5059,547.8562,1226430
2023-08-18,547.0492,553.7953,544.6923,553.3943,1285175
2023-08-21,552.3095,553.1860,550.4096,552.2477,5909804
2023-08-22,550.4277,553.9802,550.0145,551.8791,3962205
2023-08-23,550.3615,552.6881,548.6820,550.5316,2801889
2023-08-24,548.1390,560.7321,547.8108,557.9851,4192460
2023-08-25,556.7769,567.8066,555.0449,567.1866,7968517
2023-08-28,566.8292,574.5039,566.7432,572.0931,7504362
2023-08-29,573.9841,574.8653,563.4698,564.7114,2910033
2023-08-30,562.8643,564.6986,558.8145,559.1713,2058045
2023-08-31,558.5640,558.9100,558.0549,558.0766,5586899
2023-09-01,555.7938,555.7956,552.5438,553.0572,5477364
2023-09-04,552.1665,557.5054,550.3714,555.3147,6347189
2023-09-05,555.8848,559.0613,555.4779,558.4610,4351249
2023-09-06,557.4170,562.1725,552.7364,561.7174,6383728
2023-09-07,561.4527,566.3281,554.9843,558.7773,6002433
2023-09-08,560.0005,560.9991,546.4916,548.6523,1169862
2023-09-11,548.8604,550.3530,537.2087,539.8418,5916705
2023-09-12,537.9653,539.4083,536.4600,537.3161,1597415
2023-09-13,538.0455,539.8839,537.9167,538.6181,3731462
2023-09-14,536.4111,543.1988,533.3458,541.1610,3844539
2023-09-15,540.5880,541.3623,536.9762,539.1385,1452631
2023-09-18,539.7944,540.7937,536.4286,537.1290,3488278
2023-09-19,536.6897,537.6237,533.8230,533.8420,4459799
2023-09-20,536.2636,538.5497,536.0254,538.0035,3862776
2023-09-21,538.7296,541.7785,538.1730,538.1819,4820268
2023-09-22,537.8850,539.8759,536.5089,538.2658,6945665
